database_id,verbatim_scientificName,decimalLatitude,decimalLongitude,occurrenceID,verbatimEventDate,country,stateProvince,county,locality,coordinatePrecision,basisOfRecord,identifiedBy,coordinateUncertaintyInMeters,recordedBy,country_suggested,countryCode,.uncer_terms,original_search,suggested_name,distance,notes,taxonID,scientificName,taxonRank,taxonomicStatus,acceptedNameUsageID,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,parentNameUsageID,originalNameUsageID,scientificNameAuthorship,vernacularName,.rou,.val,.equ,.zer,.cap,.cen,.urb,.otl,.gbf,.inst,.dpl,.eventDate_empty,year,.year_outOfRange,.summary
DRYFLOR_6,Senna pendula (Willd.) H.S.Irwin & Barneby,-21.568899154663,-50.739700317383,NA,NA,Brazil,NA,NA,"Salmourão, floresta semidecidual",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Senna pendula,NA,NA,accepted,GBIF:2957187,Senna pendula,species,accepted,GBIF:2957187,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,pendula,NA,2956904,5354027,H.S.Irwin & Barneby (Humb. & Bonpl. ex Willd.),yerba del burro,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
DRYFLOR_7,Cecropia hololeuca Miq.,-17.83219909668,-40.280799865723,NA,NA,Brazil,NA,NA,"Nanuque, floresta semidecidual",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Cecropia hololeuca,NA,NA,accepted,GBIF:4013377,Cecropia hololeuca,species,accepted,GBIF:4013377,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Cecropia,hololeuca,NA,2984472,NA,Miq.,embaubacu,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
DRYFLOR_8,Cordia glabrata (Mart.) A.DC.,-14.982199668884,-43.52140045166,NA,NA,Brazil,NA,NA,"Matias Cardoso, Gado Bravo, caatinga arbórea",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Cordia glabrata,NA,NA,accepted,GBIF:8486453,Cordia glabrata,species,accepted,GBIF:8486453,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Cordiaceae,Cordia,glabrata,NA,2900865,4061419,A.DC. (Mart.),NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
DRYFLOR_9,Cynophalla flexuosa (L.) J.Presl,-22.783100128174,-53.530300140381,NA,NA,Brazil,NA,NA,"Anaurilândia, floresta semidecidual",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Cynophalla flexuosa,NA,NA,accepted,GBIF:3873525,Cynophalla flexuosa,species,accepted,GBIF:3873525,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Cynophalla,flexuosa,NA,6370797,6370749,J.Presl (L.),Yerba di Moster,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
DRYFLOR_10,Manihot caerulescens Pohl,-10.185799598694,-40.259201049805,NA,NA,Brazil,NA,NA,"Jaguarari, floresta areno-rupícola",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Manihot caerulescens,NA,NA,accepted,GBIF:3060817,Manihot caerulescens,species,accepted,GBIF:3060817,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Manihot,caerulescens,NA,3060685,NA,Pohl,manicoba,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
DRYFLOR_11,Vitex polygama Cham.,-14.285300254822,-44.111099243164,NA,NA,Brazil,NA,NA,"Juvenília, caatinga arbórea",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Vitex polygama,NA,NA,accepted,GBIF:7309300,Vitex polygama,species,accepted,GBIF:7309300,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Vitex,polygama,NA,2925556,NA,Cham.,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
DRYFLOR_12,Trichilia pallens C.DC.,-22.807500839233,-51.379199981689,NA,NA,Brazil,NA,NA,"Primeiro de Maio, floresta semidecidual",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Trichilia pallens,NA,NA,accepted,GBIF:3852312,Trichilia pallens,species,accepted,GBIF:3852312,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Trichilia,pallens,NA,3190490,NA,C.DC.,Baga De Morcego,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
DRYFLOR_13,Myrcia tomentosa (Aubl.) DC.,-11.218299865723,-45.402801513672,NA,NA,Brazil,NA,NA,"Formosa do Rio Preto, caatinga arbórea",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Myrcia tomentosa,NA,NA,accepted,GBIF:3174416,Myrcia tomentosa,species,accepted,GBIF:3174416,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrcia,tomentosa,NA,3173889,5415683,DC. (Aubl.),NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
DRYFLOR_14,Zanthoxylum riedelianum Engl.,-18.879400253296,-41.479698181152,NA,NA,Brazil,NA,NA,"São Geraldo do Baixio, floresta semidecidual",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Zanthoxylum riedelianum,NA,NA,accepted,GBIF:3834649,Zanthoxylum riedelianum,species,accepted,GBIF:3834649,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Zanthoxylum,riedelianum,NA,3190076,NA,Engl.,white copal,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
DRYFLOR_15,Handroanthus serratifolius (Vahl) S.O.Grose,-17.93390083313,-44.568298339844,NA,NA,Brazil,NA,NA,"Lassance, floresta ripícola",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Handroanthus serratifolius,NA,NA,accepted,GBIF:4092017,Handroanthus serratifolius,species,accepted,GBIF:4092017,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Handroanthus,serratifolius,NA,6401269,3172544,S.O.Grose (Vahl),Yellow Poui (Trinidad & Tobago),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
DRYFLOR_16,Croton floribundus Spreng.,-22.500799179077,-46.642799377441,NA,NA,Brazil,NA,NA,"Lindóia, floresta semidecidual",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Croton floribundus,NA,NA,accepted,GBIF:3057803,Croton floribundus,species,accepted,GBIF:3057803,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,floribundus,NA,3057454,NA,Spreng.,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
DRYFLOR_17,Protium spruceanum (Benth.) Engl.,-21.155300140381,-45.472801208496,NA,NA,Brazil,NA,NA,"Coqueiral, floresta semidecidual",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Protium spruceanum,NA,NA,accepted,GBIF:3993127,Protium spruceanum,species,accepted,GBIF:3993127,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Protium,spruceanum,NA,7286732,3993804,Engl. (Benth.),Quina,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
DRYFLOR_18,Cestrum schlechtendalii G.Don,-14.148300170898,-47.531898498535,NA,NA,Brazil,NA,NA,"Ipameri, cerrado",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Cestrum schlechtendalii,NA,NA,accepted,GBIF:3801334,Cestrum schlechtendalii,species,accepted,GBIF:3801334,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Cestrum,schlechtendalii,NA,2928784,NA,G.Don,peroba dagua,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
DRYFLOR_19,Salvertia convallariodora A.St.-Hil.,-5.3179998397827,-41.51900100708,NA,NA,Brazil,NA,NA,"Castelo do Piaui, cerradao mesotrofico",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Salvertia convallariodora,NA,NA,accepted,GBIF:4936059,Salvertia convallariodora,species,accepted,GBIF:4936059,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Vochysiaceae,Salvertia,convallariodora,NA,7288352,NA,A.St.-Hil.,folha larga,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
DRYFLOR_20,Machaerium villosum Vogel,-15.964200019836,-47.94580078125,NA,NA,Brazil,NA,NA,"Fazenda Água Limpa, floresta ripícola",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Machaerium villosum,NA,NA,accepted,GBIF:5354918,Machaerium villosum,species,accepted,GBIF:5354918,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Machaerium,villosum,NA,2959589,NA,Vogel,jacaranda preto,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
GBIF_1,Iryanthera sagotiana Warb.,-10.8339,-52.8731,1228373235,NA,Brazil,NA,NA,NA,NA,PRESERVED_SPECIMEN,NA,NA,NA,Brazil,BR,TRUE,Iryanthera sagotiana,NA,NA,accepted,GBIF:3743777,Iryanthera sagotiana,species,accepted,GBIF:3743777,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Myristicaceae,Iryanthera,sagotiana,NA,3743006,5564494,Warb. (Benth.),NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
GBIF_4,Erythroxylum cuspidifolium Mart.,-13.936944,-39.424444,1944976406,2013-03-28T00:00:00Z,Brazil,Bahia,NA,"Fazenda Paineiras, BR 116, KM 390",NA,PRESERVED_SPECIMEN,Sem Informação,NA,T. Araújo,Brazil,BR,TRUE,Erythroxylum cuspidifolium,NA,NA,accepted,GBIF:3694220,Erythroxylum cuspidifolium,species,accepted,GBIF:3694220,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Erythroxylaceae,Erythroxylum,cuspidifolium,NA,2873937,NA,Mart.,fruta de pomba,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2013,TRUE,TRUE
GBIF_5,Ocotea lanceolata Nees,-13.48333,-41.81667,439130715,1977-02-24T00:00:00Z,Brazil,Bahia,NA,NA,NA,PRESERVED_SPECIMEN,NA,NA,"Harley, R.M.|Santos, T.S.|Pinheiro, R.S.|Mayo, S.J.|Storr, R.M.",Brazil,BR,TRUE,Ocotea lanceolata,NA,NA,heterotypic synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1977,TRUE,TRUE
GBIF_9,Croton nepetifolius Baill.,-8.507242,-37.355059,1302836168,NA,Brazil,NA,NA,catimbau,NA,HUMAN_OBSERVATION,NA,NA,NA,Brazil,BR,TRUE,Croton nepetifolius,NA,NA,accepted,GBIF:3058758,Croton nepetifolius,species,accepted,GBIF:3058758,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,nepetifolius,NA,3057454,NA,Baill.,velame,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
GBIF_11,Dalechampia stipulacea Müll.Arg.,-23.0297,-46.9753,1090557438,1994-11-23T00:00:00Z,Brazil,São Paulo,NA,NA,NA,PRESERVED_SPECIMEN,R.A. Pereira-Silva,NA,S.L. Jung-Mendaçolli; C.A.F. Pinto-Maglio; P.R.P. Andrade & A.M.C. Silva,Brazil,BR,TRUE,Dalechampia stipulacea,NA,NA,accepted,GBIF:3055678,Dalechampia stipulacea,species,accepted,GBIF:3055678,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Dalechampia,stipulacea,NA,3055556,NA,Müll.Arg.,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,1994,TRUE,FALSE
GBIF_14,Hillia parasitica Jacq.,-13.07,-41.37,912236353,2002-02-15T00:00:00Z,Brazil,NA,NA,"Bahia, Mucage: Serra do Gobira. Mata do Grotao no alto do Gobira.",NA,PRESERVED_SPECIMEN,NA,NA,"Harley, R. M. et al.",Brazil,BR,TRUE,Hillia parasitica,NA,NA,accepted,GBIF:5340010,Hillia parasitica,species,accepted,GBIF:5340010,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Hillia,parasitica,NA,2916438,NA,Jacq.,White Bell,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2002,TRUE,TRUE
GBIF_16,"Chresta pacourinoides (Mart. ex DC.) Loeuille, Siniscalchi & Pirani",-5.640583,-42.608306,1090954960,2000-05-16T00:00:00Z,Brazil,Piauí,NA,Fazenda Saquinho,NA,PRESERVED_SPECIMEN,B. Leonille,NA,R. Barros; R.R. Farias,Brazil,BR,TRUE,Chresta pacourinoides,NA,NA,accepted,GBIF:8282348,Chresta pacourinoides,species,accepted,GBIF:8282348,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Chresta,pacourinoides,NA,3142054,3145360,"Loeuille, Siniscalchi & Pirani (Mart. ex DC.)",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2000,TRUE,TRUE
ICMBIO_1,Chamaecrista incana (Vogel) H.S.Irwin & Barneby,-25.3830556,-51.5111111,RB01034852,10/12/2013,Brasil,Paraná,Guarapuava,"Rodovia BR-277, Campo em frente a concessionária Valtra-Shark.",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Chamaecrista incana,NA,NA,accepted,GBIF:2949514,Chamaecrista incana,species,accepted,GBIF:2949514,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Chamaecrista,incana,NA,2949492,5351173,H.S.Irwin & Barneby (Vogel),NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2013,TRUE,TRUE
ICMBIO_2,Tridax procumbens L.,-12.2630556,-38.0416666,RB01357838,09/03/2016,Brasil,Bahia,Itanagra,Conglomerado BA__E-1-1-HE,NA,NA,NA,NA,NA,Brazil,BR,TRUE,Tridax procumbens,NA,NA,accepted,GBIF:3149462,Tridax procumbens,species,accepted,GBIF:3149462,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tridax,procumbens,NA,3149429,NA,L.,Yerba de San Juan del monte,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2016,TRUE,TRUE
ICMBIO_3,Peperomia tetraphylla (G.Forst.) Hook. & Arn.,-20.9386111,-41.5444444,RB00821048,08/08/2013,Brasil,Espírito Santo,Mimoso do Sul,"Córrego do Jardim. Floresta de Pseudobombax, Nyctaginaceae, bromélias e aráceas, com tapete de musgos, sobre afloramento rochoso.",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Peperomia tetraphylla,NA,NA,accepted,GBIF:3086448,Peperomia tetraphylla,species,accepted,GBIF:3086448,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,tetraphylla,NA,3086367,3086450,Hook. & Arn. (G.Forst.),dou ban lu,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2013,TRUE,TRUE
ICMBIO_4,Oxalis psoraleoides ssp. insipida (A.St.-Hil.) Lourteig,-9.6783334,-36.9844444,RB00534750,14/11/2000,Brasil,Alagoas,Jaramataia,"Serra das Mãos, próximo à Vila Campestre e ao riacho Ribeira.",NA,NA,NA,NA,NA,Brazil,BR,FALSE,Oxalis psoraleoides insipida,NA,NA,accepted,GBIF:3628345,Oxalis psoraleoides insipida,subspecies,accepted,GBIF:3628345,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,psoraleoides,insipida,7678036,3626367,Lourteig (A.St.-Hil.),velame vultoso,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2000,TRUE,FALSE
ICMBIO_5,Xyris mucujensis Kral & L.B.Sm.,-13,-41.4,RB00636898,25/07/1979,Brasil,Bahia,Mucugê,"3km ao S de Mucugê, na estrada para Jussiape.",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Xyris mucujensis,NA,NA,accepted,GBIF:2693196,Xyris mucujensis,species,accepted,GBIF:2693196,Plantae,Tracheophyta,Liliopsida,Poales,Xyridaceae,Xyris,mucujensis,NA,2692599,NA,Kral & L.B.Sm.,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1979,TRUE,FALSE
ICMBIO_6,Groenbladia,-15.733889,-47.928611,43135,31/05/2009,Brasil,DF,Brasilia,Parque Nacional De Brasília,NA,NA,NA,NA,NA,Brazil,BR,TRUE,Groenbladia,NA,NA,accepted,GBIF:2648401,Groenbladia,genus,accepted,GBIF:2648401,Plantae,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Groenbladia,NA,NA,8849,NA,"Teiling, 1952",Groenbladia,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2009,TRUE,FALSE
ICMBIO_7,Byrsonima crispa,-16.504,-39.255,604662,14/10/2009,Brasil,BA,NA,Parque Nacional Do Pau Brasil,NA,NA,NA,NA,NA,Brazil,BR,TRUE,Byrsonima crispa,NA,NA,accepted,GBIF:3986307,Byrsonima crispa,species,accepted,GBIF:3986307,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Byrsonima,crispa,NA,3191347,NA,A.Juss.,murici,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2009,TRUE,TRUE
ICMBIO_8,Paspalum multicaule Poir.,-12.9,-51.8666667,RB00525311,26/06/1968,Brasil,Mato Grosso,NA,"Base Camp of the Expedition, ca. 270 km N of Xavantina on the Xavantina - São Félix road.",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Paspalum multicaule,NA,NA,accepted,GBIF:4106884,Paspalum multicaule,species,accepted,GBIF:4106884,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum,multicaule,NA,2705540,NA,Poir.,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1968,TRUE,TRUE
ICMBIO_9,Solanum megalochiton Mart.,-19.3513889,-40.5480555,RB00780705,19/04/2013,Brasil,Espírito Santo,Marilândia,"Localidade de Alto Liberdade. Pedra do Cruzeiro, Floresta alterada ao longo da escadaria para o topo do inselbergue.",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Solanum megalochiton,NA,NA,accepted,GBIF:2932021,Solanum megalochiton,species,accepted,GBIF:2932021,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,megalochiton,NA,2928997,NA,Mart.,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2013,TRUE,TRUE
ICMBIO_10,Leiothrix curvifolia (Bong.) Ruhland,-18.9625,-43.7419444,RB00604869,24/11/2009,Brasil,Minas Gerais,Santana de Pirapama,"Serra do Cipó, Capela de São José, Trilha da Senhorinha, caminho a Congonhas do Norte.",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Leiothrix curvifolia,NA,NA,accepted,GBIF:5286550,Leiothrix curvifolia,species,accepted,GBIF:5286550,Plantae,Tracheophyta,Liliopsida,Poales,Eriocaulaceae,Leiothrix,curvifolia,NA,2691180,2691250,Ruhland (Bong.),NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2009,TRUE,TRUE
ICMBIO_11,Chrysophyllum inornatum Mart.,-27.3344444,-49.9422222,RB01138574,10/11/2008,Brasil,Santa Catarina,Pouso Redondo,Corruchel.,NA,NA,NA,NA,NA,Brazil,BR,TRUE,Chrysophyllum inornatum,NA,NA,accepted,GBIF:2885737,Chrysophyllum inornatum,species,accepted,GBIF:2885737,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Chrysophyllum,inornatum,NA,2885576,NA,Mart.,murta,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2008,TRUE,TRUE
ICMBIO_12,Mimosa paludosa Benth.,-13.6,-41.8333333,RB00164077,27/03/1977,Brasil,Bahia,NA,"Between 2,5 and 5km S. of the Vila do Rio de Contas on side road to W. of the road to livramento, leading to the Rio Brumado.",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Mimosa paludosa,NA,NA,accepted,GBIF:2969575,Mimosa paludosa,species,accepted,GBIF:2969575,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,paludosa,NA,2969235,NA,Benth.,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1977,TRUE,TRUE
ICMBIO_14,Myrsine umbellata,-22.456917,-44.609611,909060,25/11/2014,Brasil,RJ,NA,Parque Nacional De Itatiaia,NA,NA,NA,NA,NA,Brazil,BR,TRUE,Myrsine umbellata,NA,NA,accepted,GBIF:7422518,Myrsine umbellata,species,accepted,GBIF:7422518,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Myrsine,umbellata,NA,3169412,NA,Mart.,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2014,TRUE,TRUE
ICMBIO_15,Swartzia simplex var. continentalis Urb.,-20.2425,-42.0197223,RB00521071,10/12/2007,Brasil,Espírito Santo,Santa Leopoldina,"Cachoeira do Mochafongo, Sítio Mochafongo. Arbusto 5m, tronco castanho-escuro, beira da cachoeira, solo rochoso, local com alta incidência de sol.",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Swartzia simplex continentalis,NA,NA,accepted | replaceSynonym,GBIF:5352053,Swartzia simplex,species,accepted,GBIF:5352047,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Swartzia,simplex,NA,2950920,2951203,Spreng. (Sw.),NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2007,TRUE,TRUE
ICMBIO_16,Tephrosia,-9.8497222,-52.4047222,RB00622100,11/03/2011,Brasil,Mato Grosso,São José do Xingu,"Fazenda Santa Filipina, a 20-40 km da Faz. Najá, zona de amortecimento do Parque Estadual do Xingu.",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Tephrosia,NA,NA,accepted,GBIF:2933053,Tephrosia,genus,accepted,GBIF:2933053,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Tephrosia,NA,NA,5386,NA,Pers.,hoarypea,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2011,TRUE,TRUE
