database_id,verbatim_scientificName,decimalLatitude,decimalLongitude,occurrenceID,verbatimEventDate,country,stateProvince,county,locality,coordinatePrecision,basisOfRecord,identifiedBy,coordinateUncertaintyInMeters,recordedBy,country_suggested,countryCode,.uncer_terms,original_search,suggested_name,distance,notes,taxonID,scientificName,taxonRank,taxonomicStatus,acceptedNameUsageID,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,parentNameUsageID,originalNameUsageID,scientificNameAuthorship,vernacularName,.rou,.val,.equ,.zer,.cap,.cen,.urb,.otl,.gbf,.inst,.dpl,.eventDate_empty,year,.year_outOfRange,.summary
ICMBIO_18,Marcetia latifolia Naudin,-11.6333333,-41.0333333,RB00238744,30/05/1980,Brasil,Piauí,Morro do Chapéu do Piauí,"Rio do Ferro Doido, 19,5 km S.E. of Morro do Chapéu on the BA 052 highway to Mundo Novo, with water-worn.",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Marcetia latifolia,NA,NA,accepted,GBIF:5601599,Marcetia latifolia,species,accepted,GBIF:5601599,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Marcetia,latifolia,NA,3231533,NA,Naudin,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1980,TRUE,TRUE
ICMBIO_19,Clusia nemorosa G.Mey.,-8.28,-34.9541667,RB00574427,24/08/2007,Brasil,Pernambuco,Cabo de Santo Agostinho,"Itapuama, engenho Camaçari.",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Clusia nemorosa,NA,NA,accepted,GBIF:7330253,Clusia nemorosa,species,accepted,GBIF:7330253,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,nemorosa,NA,3189424,NA,G.Mey.,orelha de burro,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2007,TRUE,TRUE
ICMBIO_20,Bertholletia excelsa,-10.855507,-68.700395,458788,31/03/2013,Brasil,AC,NA,Reserva Extrativista Chico Mendes,NA,NA,NA,NA,NA,Brazil,BR,TRUE,Bertholletia excelsa,NA,NA,accepted,GBIF:3083180,Bertholletia excelsa,species,accepted,GBIF:3083180,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Bertholletia,excelsa,NA,3083179,NA,Bonpl.,Turury,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2013,TRUE,TRUE
IDIGBIO_5,Coussarea acrensis C.M. Taylor,-10.0666667,-67.5666667,7e4df881-f532-4818-8d26-37984e804c5d,NA,Brazil,Acre,NA,"Senador Guiomard; Fazenda Experimental Catauba, 27km from RIo Branco on road BR-364 to Porto Velho",NA,PreservedSpecimen,"C.M. Taylor, Paratype",NA,Piero G. Delprete|M. Oliveira,Brazil,BR,TRUE,Coussarea acrensis,NA,NA,accepted,GBIF:8740440,Coussarea acrensis,species,accepted,GBIF:8740440,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coussarea,acrensis,NA,2904739,NA,C.M.Taylor,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
IDIGBIO_11,Crotalaria,-23.416667,-51.95,01bdd102-de56-4b29-9631-57dbf0eb4df4,NA,Brasil,Paraná,NA,"distrito de Iguatemi, Campus UEM, Fazenda Experime",NA,PreservedSpecimen,NA,NA,G.C.Mantovanelli; F.A.Rios,Brazil,BR,TRUE,Crotalaria,NA,NA,accepted,GBIF:2941719,Crotalaria,genus,accepted,GBIF:2941719,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,NA,NA,5386,NA,L.,sunnhampor,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
IDIGBIO_15,Ocotea laxa (Nees) Mez,-25.4769,-48.8342,775655fa-be84-4db2-b9f1-ab1b93afed07,1971-01-19,Brazil,Paraná,Morretes,"Serra Marumbi, picada ao Olimpo",NA,PreservedSpecimen,NA,30514,G. G. Hatschbach,Brazil,BR,TRUE,Ocotea laxa,NA,NA,accepted,GBIF:4179789,Ocotea laxa,species,accepted,GBIF:4179789,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea,laxa,NA,3034076,4180505,Mez (Nees),NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1971,TRUE,TRUE
IDIGBIO_16,Solanum paniculatum L.,-11,-42,dcba12d7-0f73-46b1-8edd-21e72c0182e9,1980-04-19,Brazil,Bahia,NA,NA,NA,PreservedSpecimen,RRC ID Flag,NA,R. Harley,Brazil,BR,TRUE,Solanum paniculatum,NA,NA,accepted,GBIF:2932547,Solanum paniculatum,species,accepted,GBIF:2932547,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,paniculatum,NA,2928997,NA,L.,jurubeba,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1980,TRUE,FALSE
IDIGBIO_19,Clidemia epiphytica (Triana) Cogn.,-4.696879,-69.5048332,d41300b6-eb71-4a99-bdfe-717c093616b1,1936-09-11/1936-10-26,Brazil,Amazonas,São Paulo de Olivença,Near Palmares. Basin of Rio Solimoes.,NA,PreservedSpecimen,F. A. Michelangeli,201650,B. A. Krukoff,Brazil,BR,TRUE,Clidemia epiphytica,NA,NA,homotypic synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1936,TRUE,TRUE
NEOTROPTREE_1,Amaioua guianensis,-8.72444444444444,-35.1752777777778,AtlPE022,NA,Brasil,NA,NA,"Tamandaré, Saltinho, floresta pluvial",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Amaioua guianensis,NA,NA,accepted,GBIF:2901121,Amaioua guianensis,species,accepted,GBIF:2901121,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Amaioua,guianensis,NA,2901120,NA,Aubl.,cedro bravo,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
NEOTROPTREE_2,Matayba intermedia,-22.9294444444444,-42.9794444444444,AtlRJ033,NA,Brasil,NA,NA,"Niterói, Serra da Tiririca, floresta pluvial",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Matayba intermedia,NA,NA,accepted,GBIF:3784293,Matayba intermedia,species,accepted,GBIF:3784293,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Matayba,intermedia,NA,3190011,NA,Radlk.,mataiba,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
NEOTROPTREE_3,Pagamea coriacea,-0.145833333333333,-66.9733333333333,AmzAM103,NA,Brasil,NA,NA,"Itacoatiara-Mirim, nanofloresta de areias brancas",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Pagamea coriacea,NA,NA,accepted,GBIF:2902155,Pagamea coriacea,species,accepted,GBIF:2902155,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Pagamea,coriacea,NA,2902141,NA,Spruce ex Benth.,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
NEOTROPTREE_4,Senna velutina,-13.405,-55.5744444444444,CerMT027,NA,Brasil,NA,NA,"Lucas do Rio Verde, cerrado",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Senna velutina,NA,NA,accepted,GBIF:2957014,Senna velutina,species,accepted,GBIF:2957014,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,velutina,NA,2956904,5353929,H.S.Irwin & Barneby (Vogel),NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
NEOTROPTREE_5,Myrsine umbellata,-23.8686111111111,-53.8466666666667,AtlPR129,NA,Brasil,NA,NA,"Altônia, floresta semidecídua",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Myrsine umbellata,NA,NA,accepted,GBIF:7422518,Myrsine umbellata,species,accepted,GBIF:7422518,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Myrsine,umbellata,NA,3169412,NA,Mart.,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
NEOTROPTREE_6,Compsoneura ulei,-8.13777777777778,-63.6194444444444,AmzRO032,NA,Brasil,NA,NA,"Porto Velho, Calama, savana arborizada brejosa",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Compsoneura ulei,NA,NA,accepted,GBIF:5564439,Compsoneura ulei,species,accepted,GBIF:5564439,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Myristicaceae,Compsoneura,ulei,NA,3231414,NA,Warb. ex Pilger,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
NEOTROPTREE_7,Cyathea corcovadensis,-23.8136111111111,-45.4675,AtlSP016,NA,Brasil,NA,NA,"São Sebastião, floresta pluvial",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Cyathea corcovadensis,NA,NA,accepted,GBIF:3599017,Cyathea corcovadensis,species,accepted,GBIF:3599017,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,corcovadensis,NA,2650273,5647424,Domin (Raddi),NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
NEOTROPTREE_8,Myrciaria dubia,-3.28388888888889,-59.4844444444444,AmzAM223,NA,Brasil,NA,NA,"Careiro da Várzea, Paraná do Autaz-Mirim, floresta inundável de água negra",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Myrciaria dubia,NA,NA,accepted,GBIF:10342163,Myrciaria dubia,species,accepted,GBIF:10342163,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrciaria,dubia,NA,3186407,5419961,Mc Vaugh (Kunth),NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
NEOTROPTREE_9,Alchornea triplinervia,-24.5705555555556,-48.6163888888889,AtlSP032,NA,Brasil,NA,NA,"Iporanga, floresta pluvial",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Alchornea triplinervia,NA,NA,accepted,GBIF:3055511,Alchornea triplinervia,species,accepted,GBIF:3055511,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Alchornea,triplinervia,NA,3055345,3055521,Müll.Arg. (Spreng.),tinteiro,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
NEOTROPTREE_10,Dahlstedtia muehlbergiana,-21.07,-47.4361111111111,AtlSP161,NA,Brasil,NA,NA,"Gruta do Itambé, floresta semidecídua",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Dahlstedtia muehlbergiana,NA,NA,accepted,GBIF:8359138,Dahlstedtia muehlbergiana,species,accepted,GBIF:8359138,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dahlstedtia,muehlbergiana,NA,2960229,2969208,M.J.Silva & A.M.G.Azevedo (Hassl.),tropeiro,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
NEOTROPTREE_11,Copaifera coriacea,-10.1322222222222,-44.7119444444444,CerPI033,NA,Brasil,NA,NA,"Parnaguá, cerradão mesotrófico",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Copaifera coriacea,NA,NA,accepted,GBIF:2978146,Copaifera coriacea,species,accepted,GBIF:2978146,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Copaifera,coriacea,NA,2978115,NA,Mart.,sapucaia,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
NEOTROPTREE_12,Miconia gratissima,-4.22111111111111,-63.1722222222222,AmzAM163,NA,Brasil,NA,NA,"Coari, floresta pluvial de terra firme",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Miconia gratissima,NA,NA,accepted,GBIF:3865003,Miconia gratissima,species,accepted,GBIF:3865003,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,gratissima,NA,3188558,NA,Benth. ex Triana,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
NEOTROPTREE_13,Cabralea canjerana,-17.6558333333333,-46.3122222222222,CerMG068,NA,Brasil,NA,NA,"João Pinheiro, floresta ripícola",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Cabralea canjerana,NA,NA,accepted,GBIF:7271502,Cabralea canjerana,species,accepted,GBIF:7271502,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Cabralea,canjerana,NA,7271426,9152556,Mart. (Vell.),Rebenta Canralo,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
NEOTROPTREE_14,Solanum megalochiton,-14.835,-40.5547222222222,AtlBA099,NA,Brasil,NA,NA,"Barra do Choça, floresta semidecídua",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Solanum megalochiton,NA,NA,accepted,GBIF:2932021,Solanum megalochiton,species,accepted,GBIF:2932021,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,megalochiton,NA,2928997,NA,Mart.,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
NEOTROPTREE_15,Machaerium acutifolium,-19.2183333333333,-49.1463888888889,CerMG240,NA,Brasil,NA,NA,"Prata, cerrado",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Machaerium acutifolium,NA,NA,accepted,GBIF:5354997,Machaerium acutifolium,species,accepted,GBIF:5354997,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Machaerium,acutifolium,NA,2959589,NA,Vogel,Sebastiao de arruda,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
NEOTROPTREE_16,Agonandra brasiliensis,-20.1538888888889,-54.5611111111111,CerMS034,NA,Brasil,NA,NA,"Jaraguari, cerradão mesotrófico",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Agonandra brasiliensis,NA,NA,accepted,GBIF:7321376,Agonandra brasiliensis,species,accepted,GBIF:7321376,Plantae,Tracheophyta,Magnoliopsida,Santalales,Opiliaceae,Agonandra,brasiliensis,NA,8219051,NA,Benth. & Hook.f.,quina doce,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
NEOTROPTREE_17,Iriartea deltoidea,-2.82833333333333,-67.7961111111111,AmzAM285,NA,Brasil,NA,NA,"Tonantins, floresta pluvial de terra firme",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Iriartea deltoidea,NA,NA,accepted,GBIF:2739059,Iriartea deltoidea,species,accepted,GBIF:2739059,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Iriartea,deltoidea,NA,2739058,NA,Ruiz & Pav.,stottpalm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
NEOTROPTREE_18,Cordia trichotoma,-17.0736111111111,-43.7672222222222,CerMG114,NA,Brasil,NA,NA,"Bocaiúva, floresta decídua",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Cordia trichotoma,NA,NA,accepted,GBIF:7294667,Cordia trichotoma,species,accepted,GBIF:7294667,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Cordiaceae,Cordia,trichotoma,NA,2900865,4058152,Arráb. ex Steud. (Vell.),louro pardo,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
NEOTROPTREE_19,Nectandra amazonum,-3.13305555555556,-60.8969444444444,AmzAM220,NA,Brasil,NA,NA,"Lago Manacapuru, floresta inundável de água negra",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Nectandra amazonum,NA,NA,accepted,GBIF:7304432,Nectandra amazonum,species,accepted,GBIF:7304432,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Nectandra,amazonum,NA,3034018,NA,Nees,louro do igapo,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
NEOTROPTREE_20,Byrsonima blanchetiana,-10.1394444444444,-39.83,CaaBA019,NA,Brasil,NA,NA,"Andorinha, caatinga quartzítica",NA,NA,NA,NA,NA,Brazil,BR,TRUE,Byrsonima blanchetiana,NA,NA,accepted,GBIF:7284991,Byrsonima blanchetiana,species,accepted,GBIF:7284991,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Byrsonima,blanchetiana,NA,3191347,NA,Miq.,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
SIBBR_10,Plantae,-23.213774,-46.361428,ad73d33b-4f47-445a-bc84-bcc8397552d6,2013,Brazil,NA,NA,NA,NA,HumanObservation,NA,NA,NA,Brazil,BR,TRUE,Plantae,NA,NA,accepted,GBIF:6,Plantae,kingdom,accepted,GBIF:6,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,植物界,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2013,TRUE,TRUE
SIBBR_12,Matayba elaeagnoides,-24.10056,-50.70694,587d1247-b4e8-4a13-b121-6717f7f86273,2011,Brazil,NA,NA,H|_x0005_,NA,PreservedSpecimen,"Bonaldi, R.A.",NA,NA,Brazil,BR,TRUE,Matayba elaeagnoides,NA,NA,accepted,GBIF:3784375,Matayba elaeagnoides,species,accepted,GBIF:3784375,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Matayba,elaeagnoides,NA,3190011,NA,Radlk.,pau de pombo,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2011,TRUE,TRUE
SIBBR_16,Conocliniopsis prasiifolia,-8.631128,-41.057183,066c5217-6e3b-4769-a1c4-eae3e7409798,NA,Brazil,NA,NA,NA,NA,NA,Rita Pereira,NA,NA,Brazil,BR,TRUE,Conocliniopsis prasiifolia,NA,NA,accepted,GBIF:3098250,Conocliniopsis prasiifolia,species,accepted,GBIF:3098250,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Conocliniopsis,prasiifolia,NA,3098249,3094791,R.King & H.Rob. (DC.),NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
SPECIESLINK_1,Randia armata,-19.696944,-39.931944,46966,NA,Brasil,Espírito Santo,NA,"Reserva de Comboios, próximo à reserva indígena. Ponto de amostragem 8.",NA,S,NA,NA,"Firmino, A.D.; Valadares, R.T.",Brazil,BR,TRUE,Randia armata,NA,NA,accepted,GBIF:5339445,Randia armata,species,accepted,GBIF:5339445,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Randia,armata,NA,2911655,5339411,DC. (Sw.),esporao de galo,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
SPECIESLINK_4,Baccharis polyphylla,-13.55,-41.95,2851678,NA,Brazil,Bahia,NA,Brazil: Estado da Bahia. Serra das Almas. Middle and upper N.E. slopes of the Pico das Almas ca. 25km. W.N.W. of the Vila do Rio de Contas,NA,PreservedSpecimen,NA,NA,"R. M. Harley, S. Mayo, R. M. Storr, T. S. Santos & R. S. Pinheiro",Brazil,BR,TRUE,Baccharis polyphylla,NA,NA,accepted,GBIF:8127527,Baccharis polyphylla,species,accepted,GBIF:8127527,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,polyphylla,NA,3129135,NA,Gardner,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
SPECIESLINK_5,Undesignated undesignated,-15.26472,-40.57472,3395923,NA,Brazil,Bahia,NA,"""Itambé: 37.5 west of itapetinga on BR 415 to Itambé. Semi-deciduous \""vine\"" forst (Mata de Cipó) with arborescent cacti.""",NA,PreservedSpecimen,NA,NA,Thomas,Brazil,BR,TRUE,Undesignated undesignated,NA,NA,notFound,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
SPECIESLINK_9,Sematophyllum galipense,-13.279722,-41.903889,84295,NA,Brasil,Bahia,NA,Serra do Barbado. Catolés,NA,PreservedSpecimen,NA,NA,"Bastos, C",Brazil,BR,TRUE,Sematophyllum galipense,NA,NA,accepted,GBIF:2680652,Sematophyllum galipense,species,accepted,GBIF:2680652,Plantae,Bryophyta,Bryopsida,Hypnales,Sematophyllaceae,Sematophyllum,galipense,NA,2680613,NA,"Mitten, 1869",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
SPECIESLINK_10,Parthenium hysterophorus,-21.7944,-48.1756,20032,NA,Brasil,São Paulo,NA,NA,NA,S,NA,NA,H.F. Leitão Filho & C. Aranha,Brazil,BR,TRUE,Parthenium hysterophorus,NA,NA,accepted,GBIF:3086784,Parthenium hysterophorus,species,accepted,GBIF:3086784,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium,hysterophorus,NA,3086782,NA,L.,돼지풀아재비,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
SPECIESLINK_12,Jacaranda simplicifolia,-13.9584,-47.3578,748798,NA,Brazil,Goiás,NA,"Chapada dos Veadeiros, ca. 25 km by road N of Alto Paraíso",NA,PreservedSpecimen,NA,NA,W. R. Anderson,Brazil,BR,TRUE,Jacaranda simplicifolia,NA,NA,accepted,GBIF:4093095,Jacaranda simplicifolia,species,accepted,GBIF:4093095,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Jacaranda,simplicifolia,NA,3172498,NA,K.Schum. ex Bureau & K.Schum.,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
SPECIESLINK_13,Chamaesyce,-14.4525,-43.7533333,1195853,NA,Brazil,Bahia,NA,"Rod. para o Distr. de Cana Brava, 18 km S da sede municipal, 1.6 km do povoado de Serra de João Alves.",NA,PreservedSpecimen,NA,NA,J. G. Jardim,Brazil,BR,TRUE,Chamaesyce,NA,NA,accepted,GBIF:8120305,Chamaesyce,genus,accepted,GBIF:8120305,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Chamaesyce,NA,NA,4691,NA,"Rafinesque, 1817",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
SPECIESLINK_19,Justicia brasiliana,-26.361184,-49.273742,468,NA,Brasil,Santa Catarina,NA,"Rio Natal - Beira de estrada, sentido Corupá",NA,MachineObservation,NA,NA,"Schwirkowski, P.",Brazil,BR,TRUE,Justicia brasiliana,NA,NA,accepted,GBIF:3771127,Justicia brasiliana,species,accepted,GBIF:3771127,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Justicia,brasiliana,NA,2904597,NA,Roth,junta de cobra vermelha,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE
